angDist,_RAJ2000,_DEJ2000,GCVS,Class1,u_Class1,LCType,u_LCType,magMax,A1,A2,Fltr,Per,f_Per,SpType,Simbad,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.484531,262.6270833,25.9041667,V0412 Her,CWW,,EB,,14.7,0.8,0.5,V,0.3362,,,Simbad,262.62708,25.90417,262.6272298347844,25.9041394860788,0.001,0.000,0,4570775050481693824,262.62726635154,0.0122,25.90414784963,0.0140,1.2989,0.0186,7.629,0.028,1.943,0.034,0,4.60181e+04,4.59133e+02,14.031045,2.31165e+04,6.86038e+02,14.441585,3.36624e+04,9.60465e+02,13.444056,0.997529,,,0,5105.36,0.4457,0.2210,1.38,1.165
1.053566,263.4833333,26.8127778,V0423 Her,,,EA,,14.9,0.7,0.1,b,2.651,,,Simbad,263.48333,26.81278,263.4836516554153,26.8128479419072,0.000,0.000,0,4594956163034487680,263.48368511792,0.0107,26.81287969626,0.0133,0.6549,0.0158,6.936,0.024,7.375,0.026,0,4.27688e+04,1.27203e+01,14.110548,2.19950e+04,3.35287e+01,14.495581,3.00778e+04,5.45774e+01,13.566303,0.929277,,,0,5433.13,,,2.27,4.056
0.541570,263.87125,23.0244444,V0426 Her,,,EW,,15.5,0.3,0.3,V,0.4921,,,Simbad,263.87125,23.02444,263.8713514542372,23.0243264482668,0.001,0.000,0,4557376882823717120,263.87132464445,0.0124,23.02430058980,0.0165,0.0897,0.0208,-5.731,0.027,-6.006,0.034,0,1.94555e+04,1.17643e+02,14.965757,1.19336e+04,2.53943e+02,15.159455,1.14872e+04,1.49796e+02,14.611384,0.548071,,,0,7099.00,1.3217,0.6637,,
0.544109,264.91375,25.2208333,V0432 Her,,,EW,:,16.2,1.2,,b,,,B8,Simbad,264.91375,25.22083,264.9135833800340,25.2208222450086,0.002,0.002,0,4593717284011398912,264.91357291652,0.0449,25.22081737815,0.0571,-0.0137,0.0706,-2.199,0.099,-1.130,0.114,0,2.49439e+03,1.63569e+01,17.195953,1.55328e+03,4.55299e+01,17.373260,1.46792e+03,2.59390e+01,16.845167,0.528093,,,0,,,,,
0.515300,251.0391667,34.2086111,V0450 Her,,,EA,,10.1,0.6,,b,0.9127,,A0,Simbad,251.03917,34.20861,251.0392516130040,34.2084863702057,0.002,0.001,0,1326509381039532544,251.03924327279,0.0380,34.20847502185,0.0428,0.4359,0.0502,-1.602,0.081,-2.636,0.108,1,1.31406e+06,5.32452e+03,10.391826,9.49833e+05,1.70372e+04,10.407270,5.26444e+05,6.85750e+03,10.458540,-0.051270,,,0,9682.50,0.2465,0.1390,,
0.817665,258.1175,20.8719444,V0465 Her,,,EA,,15.7,1.2,,b,,,F5:,Simbad,258.1175,20.87194,258.1173252363113,20.8717865322554,0.001,0.001,0,4567039631527325312,258.11730022306,0.0184,20.87173303205,0.0235,0.3793,0.0303,-5.428,0.038,-12.426,0.048,0,1.27059e+04,3.63085e+01,15.428354,7.01247e+03,6.34875e+01,15.736711,8.45264e+03,5.18403e+01,14.944439,0.792272,,,0,5865.50,,,1.80,3.470
0.519742,260.24125,26.3055556,V0477 Her,C,,EW,,14.9,0.6,0.5,b,0.3252,,,Simbad,260.24125,26.30556,260.2410928366053,26.3055871288583,0.000,0.000,0,4573983322332250752,260.24108288304,0.0116,26.30556631624,0.0134,1.3139,0.0168,-2.072,0.028,-4.834,0.028,0,4.92272e+04,3.62211e+02,13.957851,2.48075e+04,5.29075e+02,14.364929,3.58362e+04,7.19842e+02,13.376115,0.988814,,,0,5150.00,0.7433,0.3667,1.38,1.208
0.218389,262.4116667,22.8197222,V0490 Her,,,EA,,13.9,1.1,,b,1.4966,,,Simbad,262.41167,22.81972,262.4116664418618,22.8196615369099,0.000,0.000,0,4569045449972986752,262.41164489520,0.0084,22.81964899964,0.0118,0.4841,0.0156,-4.613,0.019,-2.912,0.027,0,8.24477e+04,6.58873e+01,13.397920,5.08583e+04,1.13610e+02,13.585484,4.72289e+04,1.73969e+02,13.076400,0.509084,,,0,7243.25,,,2.35,13.739
0.465459,265.0916667,24.2630556,V0513 Her,,,EW,,15.3,0.4,0.4,V,0.3038,,,Simbad,265.09167,24.26306,265.0916361376023,24.2631818563645,0.001,0.000,0,4581576652714123648,265.09159153809,0.0123,24.26324150597,0.0167,1.1189,0.0227,-9.444,0.026,13.854,0.033,0,3.07239e+04,2.65410e+02,14.469675,1.58273e+04,3.95172e+02,14.852874,2.24607e+04,5.32645e+02,13.883360,0.969514,,,0,5317.66,0.5020,0.2480,1.19,1.013
0.510657,265.3454167,24.8638889,V0516 Her,,,EW,,16.4,0.7,0.7,b,0.4632,,,Simbad,265.34542,24.86389,265.3452655417692,24.8638526811012,0.001,0.000,0,4581636335579940864,265.34525188716,0.0128,24.86385357252,0.0166,0.7416,0.0208,-2.877,0.028,0.207,0.033,0,2.55965e+04,1.45502e+02,14.667913,9.61417e+03,1.89735e+02,15.394109,2.36141e+04,3.77430e+02,13.828990,1.565119,,,0,4321.00,,,2.85,2.554
0.369999,246.3029167,33.5522222,V0590 Her,,,EA,,13.5,0.5,,b,,,,Simbad,246.30292,33.55222,246.3027977928135,33.5522494649100,0.001,0.001,0,1325665952542190336,246.30276723832,0.0152,33.55223889480,0.0259,0.2417,0.0230,-5.914,0.034,-2.455,0.059,0,1.42440e+06,4.67797e+03,10.304283,3.56922e+05,5.38593e+03,11.469954,1.54563e+06,1.13111e+04,9.289153,2.180800,-150.66,0.72,7,3912.23,1.0480,0.5267,89.81,1702.388
0.221428,250.2270833,26.3694444,V0607 Her,,,EA,,13.3,0.9,,b,3.4252,,,Simbad,250.22708,26.36944,250.2270160345742,26.3694566946349,0.001,0.000,0,1301430345444310016,250.22695905048,0.0139,26.36943228023,0.0179,0.6687,0.0214,-11.858,0.030,-5.670,0.040,0,1.45103e+05,1.94941e+02,12.784174,9.22844e+04,4.27158e+02,12.938567,8.00558e+04,2.82232e+02,12.503438,0.435129,,,0,7811.00,0.9925,0.4860,1.97,13.072
0.725807,266.0716667,14.41,V0624 Her,DM,,EA,,6.18,0.18,0.17,V,3.895,,A3m,Simbad,266.07167,14.41,266.0718627752002,14.4100677000055,0.002,0.001,90,4500441112720667904,266.07185268020,0.0428,14.41013286204,0.0502,7.1119,0.0628,-2.271,0.098,15.134,0.096,0,6.54854e+07,4.59241e+04,6.148005,4.25479e+07,1.38265e+05,6.279194,3.22363e+07,1.48455e+05,5.991058,0.288136,,,0,7750.00,,,4.00,51.899
0.721494,264.5729167,34.2866667,V0641 Her,,,EW,:,11.2,0.6,,b,,,G5,Simbad,264.57292,34.28667,264.5727720906175,34.2865057944905,0.001,0.001,0,4602351409521187584,264.57279062918,0.0185,34.28642651140,0.0247,0.8570,0.0256,3.558,0.039,-18.414,0.046,0,7.88940e+05,3.34328e+02,10.945756,3.45488e+05,3.25577e+02,11.505305,6.24301e+05,3.24389e+02,10.273435,1.231871,-31.43,0.45,11,4803.03,0.1200,0.0510,10.13,49.173
1.034210,242.0695833,24.7038889,V0678 Her,,,EA,,15.2,0.4,,b,1.3897,,,Simbad,242.06958,24.70389,242.0692947531859,24.7037713704875,0.001,0.000,0,1303043122844372480,242.06927889138,0.0114,24.70377936602,0.0156,0.3810,0.0209,-3.347,0.031,1.857,0.035,1,2.69666e+04,3.15158e+01,14.611299,1.61131e+04,7.23269e+01,14.833444,1.63939e+04,7.96156e+01,14.225216,0.608228,,,0,6797.00,,,1.93,7.193
0.284065,243.59,23.7105556,V0687 Her,C,,EW,,14.4,0.6,0.5,b,0.3215,,G0,Simbad,243.59,23.71056,243.5899147238482,23.7105670093370,0.001,0.001,0,1302702583477102208,243.58984796490,0.0335,23.71056222150,0.0377,1.4382,0.0523,-14.196,0.073,-1.112,0.081,0,8.18843e+04,8.31848e+02,13.405364,4.03268e+04,1.26497e+03,13.837403,6.05429e+04,1.77292e+03,12.806762,1.030642,,,0,5114.46,,,1.65,1.687
0.649485,245.0708333,17.7633333,V0691 Her,,,,,13.3,0.4,,b,,,,Simbad,245.07083,17.76333,245.0709321179484,17.7631793761246,0.001,0.001,90,1200274657213893120,245.07091850220,0.0380,17.76315427326,0.0300,0.5896,0.0563,-3.012,0.076,-5.830,0.069,0,1.72609e+06,5.04774e+03,10.095705,2.13835e+05,3.44048e+03,12.026193,2.36435e+06,1.81137e+04,8.827639,3.198554,,,0,3307.00,1.0593,0.5685,71.28,547.491
0.708574,249.0879167,23.0425,V0706 Her,,,EA,,15.0,0.6,,b,,,G2,Simbad,249.08792,23.0425,249.0877259676787,23.0424109210939,0.000,0.000,0,1298143217994131200,249.08772154863,0.0141,23.04236339282,0.0150,0.8462,0.0205,-0.944,0.029,-11.039,0.032,0,3.18903e+04,2.15087e+01,14.429219,1.63188e+04,4.58199e+01,14.819665,2.25013e+04,6.24340e+01,13.881399,0.938266,,,0,5613.66,,,1.41,1.780
0.464232,271.4570833,21.4458333,V0772 Her,,,,,6.9,0.1,,V,0.8795,,G2V,Simbad,271.45708,21.44583,271.4570079312754,21.4459415028719,0.011,0.008,0,4576326312901654272,271.45698976277,0.2692,21.44572004101,0.5089,30.6946,0.6948,-3.928,0.531,-51.436,0.719,1,3.18043e+07,3.13030e+04,6.932151,1.68828e+07,3.49930e+04,7.282780,2.17848e+07,4.18011e+04,6.416535,0.866244,,,0,5750.00,0.3940,0.1985,1.16,1.335
0.263739,257.6066667,48.9655556,V0792 Her,,,EA,,8.5,0.33,,V,,,,Simbad,257.60667,48.96556,257.6066737493662,48.9656287146263,0.001,0.001,0,1414213266059221632,257.60669357536,0.0271,48.96551933028,0.0294,3.2970,0.0312,3.023,0.053,-25.405,0.056,0,1.51943e+07,8.52727e+04,7.734166,7.17583e+06,5.60225e+04,8.211708,1.21480e+07,9.75040e+04,7.050658,1.161050,,,0,4879.00,,,11.08,62.705
0.689431,259.1595833,43.2038889,V0798 Her,,,EW,,14.5,0.4,,b,,,,Simbad,259.15958,43.20389,259.1593721797154,43.2040028886737,0.001,0.001,90,1360409592271214336,259.15938145969,0.0171,43.20405557342,0.0179,1.0143,0.0193,1.571,0.036,12.236,0.035,0,3.44376e+04,2.98876e+02,14.345783,1.86618e+04,5.25712e+02,14.674002,2.33670e+04,6.24512e+02,13.840414,0.833588,,,0,5746.33,0.2315,0.1167,1.16,1.325
0.384239,260.4316667,39.9747222,V0819 Her,DM,,EA,,5.51,0.12,,V,,,,Simbad,260.43167,39.97472,260.4317308246554,39.9746274521786,0.009,0.008,0,1346932740806216960,260.43179713721,0.2604,39.97440949327,0.2829,14.1318,0.3018,11.803,0.541,-50.623,0.549,0,1.40704e+08,6.57999e+05,5.317604,6.93968e+07,1.90441e+05,5.748040,9.09075e+07,5.12988e+05,4.865421,0.882619,4.46,1.19,18,5917.00,1.8277,0.9000,5.00,27.617
0.487817,283.0079167,13.9655556,V0822 Her,DM,,EB,,6.12,0.18,,V,,,,Simbad,283.00792,13.96556,283.0080148926776,13.9656519394703,0.006,0.005,90,4507040656411082240,283.00799571888,0.1820,13.96560469561,0.1840,3.7058,0.2031,-4.322,0.363,-10.973,0.336,0,6.56828e+07,2.08836e+05,6.144736,4.61124e+07,5.87480e+05,6.191843,2.78965e+07,3.21099e+05,6.148046,0.043797,,,0,9185.75,0.5240,0.2680,,
0.472217,253.9495833,35.1827778,V0829 Her,CWW,,EW,,10.1,0.29,,V,,,,Simbad,253.94958,35.18278,253.9495009066125,35.1826652343601,0.001,0.001,0,1338980488596974464,253.94946655193,0.0209,35.18258634830,0.0241,5.3036,0.0278,-6.522,0.041,-18.322,0.046,0,1.64567e+06,8.07655e+03,10.147507,8.86282e+05,1.36544e+04,10.482458,1.09988e+06,1.54110e+04,9.658558,0.823900,,,0,5807.00,0.7495,0.3967,1.50,2.306
1.168898,253.9495833,35.1827778,V0829 Her,CWW,,EW,,10.1,0.29,,V,,,,Simbad,253.94958,35.18278,253.9493809325114,35.1830572093107,0.003,0.002,90,1338980488598763520,253.94936389306,0.1213,35.18299165008,0.0650,5.3632,0.1014,-3.235,0.225,-15.227,0.140,0,1.24282e+05,7.23982e+02,12.952349,,,,,,,,,,0,,,,,
0.743675,272.8866667,23.9202778,V0836 Her,,,EA,,10.7,0.7,,V,,,,Simbad,272.88667,23.92028,272.8868662623268,23.9201808671693,0.001,0.000,0,4578388683169888256,272.88687825659,0.0133,23.92021747778,0.0218,1.7358,0.0257,2.546,0.027,8.503,0.040,0,1.24191e+06,1.39354e+04,10.453144,4.93791e+05,2.05410e+04,11.117529,9.31955e+05,3.56624e+04,9.838432,1.279097,,,0,4620.00,,,6.98,19.980
1.202878,248.21,6.9119444,V0840 Her,,,,,11.2,1.0,,V,,,,Simbad,248.21,6.91194,248.2096724601028,6.9120213155095,0.001,0.001,90,4439168353359898752,248.20962302126,0.0325,6.91193311323,0.0196,2.5804,0.0402,-11.399,0.060,-20.486,0.050,0,5.33850e+05,1.83456e+02,11.369817,2.80057e+05,2.19221e+02,11.733271,3.61001e+05,1.84531e+02,10.868149,0.865122,-17.89,0.33,24,5509.45,1.3468,0.6975,1.97,3.235
1.388589,241.5095833,50.1866667,V0842 Her,CWW,,EW,,9.85,0.6,,V,,,,Simbad,241.50958,50.18667,241.5092190499607,50.1869739224390,0.001,0.001,0,1400549875578714240,241.50902728511,0.0182,50.18705816470,0.0214,5.8355,0.0203,-28.518,0.038,19.566,0.047,0,1.93619e+06,1.87851e+04,9.970996,1.01323e+06,3.25044e+04,10.337123,1.33345e+06,3.85888e+04,9.449481,0.887642,,,0,5601.00,,,1.60,2.275
0.322194,247.905,34.5397222,V0848 Her,,,EB,,14.9,1.4,,B,,,,Simbad,247.905,34.53972,247.9049091811858,34.5396730743373,0.000,0.000,0,1326015769038579712,247.90486553842,0.0107,34.53965582101,0.0126,0.9215,0.0142,-8.350,0.023,-4.007,0.027,0,4.94526e+04,4.76169e+02,13.952892,2.37108e+04,7.59368e+02,14.414022,3.71540e+04,1.04865e+03,13.336906,1.077115,,,0,4993.88,1.7430,0.9373,2.13,2.543
1.560933,249.5183333,34.3422222,V0854 Her,,,EB,:,14.7,1.1,,B,,,,Simbad,249.51833,34.34222,249.5179701526122,34.3425354029268,0.000,0.000,0,1326701589416518272,249.51798042733,0.0096,34.34252719749,0.0130,1.6166,0.0132,1.970,0.022,-1.906,0.026,0,6.09551e+04,2.98387e+02,13.725842,3.05687e+04,4.34136e+02,14.138195,4.39824e+04,6.70546e+02,13.153722,0.984473,,,0,5332.00,,,1.15,0.961
1.401994,251.01625,39.3925,V0856 Her,,,EA,,12.8,1.0,,B,,,,Simbad,251.01625,39.3925,251.0157484265556,39.3924624116724,0.003,0.003,0,1352627558203331200,251.01567722532,0.0813,39.39246934225,0.0878,0.8657,0.0954,-12.780,0.170,1.610,0.216,0,1.85615e+05,2.50233e+02,12.516834,1.13681e+05,4.42703e+02,12.712173,1.07511e+05,5.65396e+02,12.183284,0.528889,-70.34,14.70,7,7054.68,1.0728,0.5640,2.08,9.625
1.655335,251.72375,38.6494444,V0857 Her,CWA,,EW,,10.0,0.29,,V,,,,Simbad,251.72375,38.64944,251.7231676911718,38.6495123124588,0.001,0.001,0,1352346392464295168,251.72289505560,0.0184,38.64962305912,0.0225,2.9334,0.0236,-49.453,0.037,25.722,0.053,0,9.86189e+05,4.70199e+03,10.703465,6.04766e+05,9.08308e+03,10.897420,5.46622e+05,7.73563e+03,10.417702,0.479718,,,0,7038.52,0.1590,0.0750,1.42,4.452
1.201207,252.80375,41.2994444,V0861 Her,,,EW,,13.8,0.4,,B,,,,Simbad,252.80375,41.29944,252.8033110996892,41.2994954983494,0.001,0.000,0,1353295133559926912,252.80331262018,0.0143,41.29948216599,0.0184,1.4811,0.0193,0.265,0.030,-3.097,0.038,0,1.10791e+05,7.64755e+02,13.077103,6.06764e+04,1.32887e+03,13.393838,7.49464e+04,1.48254e+03,12.575044,0.818794,,,0,5806.00,,,1.39,1.991
1.546711,254.9033333,41.9569444,V0865 Her,,,EA,,13.0,1.1,,B,,,,Simbad,254.90333,41.95694,254.9027617339962,41.9568817111366,0.001,0.001,0,1354699622225153536,254.90276759131,0.0163,41.95683568461,0.0180,0.6150,0.0188,1.012,0.036,-10.690,0.040,0,2.21385e+05,5.79791e+02,12.325495,1.12217e+05,8.68415e+02,12.726245,1.56060e+05,1.38222e+03,11.778693,0.947552,47.01,10.58,13,5384.50,,,5.62,23.945
0.974701,255.5720833,38.6066667,V0869 Her,,,EA,,15.0,1.4,,B,,,,Simbad,255.57208,38.60667,255.5718072309857,38.6068302998861,0.000,0.000,0,1351827079378465280,255.57179604390,0.0111,38.60684411394,0.0135,0.7130,0.0138,-2.030,0.022,3.208,0.028,0,5.82723e+04,6.17235e+01,13.774710,2.81974e+04,1.35193e+02,14.225865,4.36024e+04,1.50095e+02,13.163143,1.062722,,,0,5086.76,,,2.85,4.911
0.975612,257.09875,39.9636111,V0872 Her,,,EA,,15.1,1.1,,B,,,,Simbad,257.09875,39.96361,257.0984399268385,39.9637413398628,0.000,0.000,0,1353509847565017344,257.09845559032,0.0119,39.96381023658,0.0146,2.1472,0.0141,2.788,0.025,16.002,0.031,0,6.22658e+04,2.12302e+02,13.702742,2.85689e+04,3.10696e+02,14.211654,4.91218e+04,6.15009e+02,13.033734,1.177919,,,0,4890.00,,,1.08,0.604
0.448676,257.8829167,48.8413889,V0874 Her,,,EB,:,9.9,1.0,,b,,,,Simbad,257.88292,48.84139,257.8827414875696,48.8414361822026,0.001,0.001,0,1414184747476338304,257.88272999291,0.0212,48.84136155489,0.0359,1.1123,0.0270,-1.757,0.045,-17.333,0.065,0,6.02515e+06,2.84310e+03,8.738446,2.18289e+06,3.38042e+03,9.503807,5.40162e+06,9.84399e+03,7.930610,1.573197,24.98,0.27,11,4204.65,0.3373,0.1583,31.75,283.869
0.332159,261.1054167,49.6436111,V0878 Her,,,EB,,9.37,0.5,,V,,,,Simbad,261.10542,49.64361,261.1053280001471,49.6436833088597,0.001,0.001,0,1366616094887138944,261.10530235552,0.0221,49.64375901707,0.0254,5.7613,0.0248,-3.857,0.044,17.584,0.050,0,3.32032e+06,2.07809e+04,9.385417,1.90214e+06,3.68407e+04,9.653283,2.13173e+06,3.58209e+04,8.940088,0.713195,,,0,6274.00,1.2170,0.5983,1.67,3.879
0.584257,248.7583333,33.2133333,V0899 Her,CWA,,EW,,7.93,0.14,,Hp,,,,Simbad,248.75833,33.21333,248.7581549010772,33.2132695651641,0.002,0.002,0,1325067886936436224,248.75835820049,0.0509,33.21310050550,0.0619,5.8118,0.0705,39.504,0.114,-39.266,0.139,0,1.47840e+07,3.44342e+04,7.763885,8.56828e+06,5.92512e+04,8.019155,8.81286e+06,5.93456e+04,7.399128,0.620027,,,0,6248.17,0.4567,0.2360,3.52,16.980
0.261832,251.6479167,41.7922222,V0916 Her,,,,,8.03,0.35,,Hp,,,,Simbad,251.64792,41.79222,251.6478745237124,41.7922877822569,0.001,0.001,0,1356474921186845952,251.64791471906,0.0252,41.79218574180,0.0292,4.2989,0.0311,6.960,0.049,-23.700,0.064,0,1.30989e+07,4.56632e+03,7.895277,8.08551e+06,1.55400e+04,8.082120,7.10013e+06,1.61933e+04,7.633755,0.448365,,,0,7047.61,1.1150,0.5427,3.52,27.541
0.449737,252.1008333,17.1333333,V0918 Her,,,EB,,7.4,0.11,,Hp,,,,Simbad,252.10083,17.13333,252.1007549711510,17.1332332808519,0.001,0.001,0,4559010001184223360,252.10068124900,0.0218,17.13330139197,0.0237,8.2058,0.0374,-16.363,0.044,15.819,0.047,1,2.27349e+07,4.01963e+04,7.296634,1.44225e+07,8.00138e+04,7.453790,1.18972e+07,7.13188e+04,7.073308,0.380483,,,0,7347.00,0.7825,0.3840,2.25,13.234
0.327513,252.5266667,16.4955556,V0920 Her,,,,,7.88,0.1,,Hp,,,,Simbad,252.52667,16.49556,252.5266429298513,16.4956436744813,0.001,0.001,0,4558912591329144064,252.52660379013,0.0246,16.49565668693,0.0254,3.8723,0.0409,-8.716,0.049,3.022,0.050,1,1.37832e+07,4.23919e+03,7.839991,9.50775e+06,9.89112e+03,7.906193,6.31982e+06,7.31563e+03,7.760158,0.146036,,,0,7825.00,0.5380,0.2635,3.31,37.071
0.455133,252.38,47.1080556,V0921 Her,C,,EB,,9.45,0.35,,Hp,,,,Simbad,252.38,47.10806,252.3801679510994,47.1080015946562,0.001,0.001,0,1407792805347385984,252.38021267611,0.0237,47.10802086449,0.0242,2.5873,0.0281,7.070,0.045,4.476,0.055,0,3.19281e+06,2.27408e+04,9.427932,1.99766e+06,4.31410e+04,9.600086,1.78327e+06,3.90032e+04,9.133879,0.466208,,,0,7538.00,0.9430,0.4710,2.55,18.859
0.512684,252.6841667,30.4025,V0923 Her,,,EB,,9.09,0.18,,Hp,,,,Simbad,252.68417,30.4025,252.6840123221884,30.4024494782182,0.001,0.001,0,1311369793120610944,252.68406898842,0.0206,30.40244233556,0.0225,4.1674,0.0295,11.351,0.049,-1.659,0.058,1,4.95446e+06,5.50355e+03,8.950875,3.02630e+06,1.49006e+04,9.149109,2.77328e+06,6.68902e+03,8.654436,0.494673,,,0,6980.51,1.1480,0.5740,2.27,11.071
0.648025,256.94,24.5836111,V0935 Her,,,EB,,8.44,0.2,,Hp,,,,Simbad,256.94,24.58361,256.9398658207272,24.5834787579110,0.001,0.001,0,4572053194096102528,256.93984398584,0.0200,24.58379095395,0.0227,4.8126,0.0330,-4.612,0.044,72.510,0.047,1,8.59925e+06,1.60471e+04,8.352214,5.28264e+06,2.75676e+04,8.544262,4.74216e+06,3.62184e+04,8.071980,0.472282,,,0,7026.50,0.8540,0.3990,2.56,14.420
0.477478,260.7404167,29.3452778,V0948 Her,,,EA,,9.02,0.29,,Hp,,,,Simbad,260.74042,29.34528,260.7404253090637,29.3451453798268,0.001,0.001,0,4599349227382968064,260.74037265647,0.0160,29.34520815432,0.0203,6.3653,0.0228,-10.660,0.033,14.580,0.040,1,5.56797e+06,3.95029e+03,8.824124,3.35187e+06,6.28947e+03,9.038170,3.17373e+06,7.11104e+03,8.507995,0.530175,,,0,6776.32,0.8110,0.4020,1.67,5.319
0.052094,269.5208333,32.6480556,V0972 Her,CWW,,EW,,6.73,0.07,,Hp,,,,Simbad,269.52083,32.64806,269.5208498869993,32.6480593872666,0.001,0.001,0,4603986658192566144,269.52067518257,0.0184,32.64793611240,0.0214,16.4509,0.0236,-34.165,0.038,-28.632,0.043,0,4.56497e+07,6.26277e+04,6.539771,2.67776e+07,1.30576e+05,6.781959,2.67628e+07,1.46937e+05,6.193090,0.588869,,,0,6537.55,,,1.99,6.524
0.233408,275.0758333,21.0736111,V0988 Her,,,EA,,7.71,0.19,,Hp,,,,Simbad,275.07583,21.07361,275.0757647102577,21.0736007393653,0.003,0.001,0,4528770442133901824,275.07576690423,0.0416,21.07356351317,0.0949,3.9671,0.1046,0.475,0.082,-8.646,0.185,1,1.52448e+07,1.16929e+04,7.730563,1.11084e+07,2.16307e+04,7.737255,6.47923e+06,1.95835e+04,7.733112,0.004143,,,0,9399.33,0.2820,0.1320,,
0.369177,276.48625,21.6058333,V0990 Her,,,EA,:,7.72,0.24,,Hp,,,,Simbad,276.48625,21.60583,276.4862911907649,21.6059284299151,0.001,0.001,0,4529223131682725504,276.48628023182,0.0226,21.60602845992,0.0507,4.0472,0.0622,-2.366,0.044,23.233,0.095,1,1.67149e+07,3.50226e+03,7.630604,1.09579e+07,4.60318e+03,7.752073,8.36223e+06,6.43047e+03,7.456115,0.295959,,,0,7784.15,,,3.52,41.014
0.303775,276.94125,24.6975,V0994 Her,,,EA,,6.93,0.31,,Hp,,,,Simbad,276.94125,24.6975,276.9412342663604,24.6974168375506,0.003,0.002,0,4536580548100596224,276.94125126321,0.0701,24.69745510242,0.1090,3.0537,0.1254,3.587,0.153,8.887,0.212,0,2.73186e+07,1.05142e+05,7.097220,2.14327e+07,2.60479e+05,7.023695,1.29157e+07,2.17648e+05,6.984126,0.039569,,,0,9557.00,,,,
0.924892,276.94125,24.6975,V0994 Her,,,EA,,6.93,0.31,,Hp,,,,Simbad,276.94125,24.6975,276.9412456756379,24.6977568845321,0.000,0.000,0,4536580548092510976,276.94124567564,0.3633,24.69775688453,0.4136,,,,,,,0,5.56385e+06,3.70645e+04,8.824928,,,,,,,,,,0,,,,,
0.449265,278.88,21.0741667,V0998 Her,,,,,9.02,0.13,,Hp,,,,Simbad,278.88,21.07417,278.8798706577024,21.0741984427004,0.001,0.001,0,4525824609965907712,278.88006926158,0.0200,21.07420808083,0.0255,9.4373,0.0324,43.042,0.040,2.239,0.051,0,5.47390e+06,1.16250e+03,8.842625,2.98805e+06,1.53753e+03,9.162917,3.53760e+06,3.52157e+03,8.390148,0.772769,-0.17,0.23,12,5672.45,0.3983,0.2320,1.62,2.445
0.519092,282.3754167,18.1872222,V1002 Her,,,EA,,8.99,0.15,,Hp,,,,Simbad,282.37542,18.18722,282.3754748286233,18.1870890021775,0.009,0.008,0,4512233478008451200,282.37546003182,0.3317,18.18712825882,0.3273,2.6997,0.4265,-3.265,0.532,9.118,0.558,1,5.14377e+06,1.53387e+04,8.910162,3.43662e+06,1.43979e+04,9.011060,2.63182e+06,2.10335e+04,8.711280,0.299780,,,0,8706.00,,,,
1.415683,247.9770833,50.3530556,V1005 Her,CWW,,EW,,14.11,0.57,,Rc,,,,Simbad,247.97708,50.35306,247.9768515150345,50.3526912240006,0.001,0.000,0,1411733248863118720,247.97693238456,0.0131,50.35265619959,0.0210,1.9496,0.0147,11.984,0.027,-8.135,0.041,0,8.27340e+04,1.19320e+03,13.394156,4.21541e+04,2.07296e+03,13.789289,5.80487e+04,2.60220e+03,12.852439,0.936851,,,0,5455.50,0.2952,0.1350,1.05,0.883
0.592921,277.38125,22.5736111,V1011 Her,,,EA,,10.4,1.2,,b,,,,Simbad,277.38125,22.57361,277.3811521635965,22.5734733877218,0.001,0.000,0,4529396888880737536,277.38112721906,0.0128,22.57340223526,0.0235,2.3586,0.0273,-5.350,0.026,-16.526,0.047,0,7.95086e+05,1.51545e+03,10.937331,3.52361e+05,1.79241e+03,11.483920,6.32582e+05,2.00018e+03,10.259128,1.224793,,,0,4915.55,,,3.48,6.354
0.307107,275.35875,18.1738889,V1017 Her,,,EA,,10.29,0.18,,V,,,,Simbad,275.35875,18.17389,275.3588035241424,18.1738204073523,0.018,0.017,0,4523633145843531264,275.35878899819,0.4758,18.17380255526,0.6024,-5.9714,0.6161,-3.205,1.116,-4.146,1.181,1,1.50789e+06,2.29965e+03,10.242444,1.01625e+06,2.49629e+03,10.333887,7.54956e+05,2.26260e+03,10.067115,0.266772,,,0,8384.50,,,,
0.272962,239.4391667,49.4652778,V1021 Her,,,EA,:,13.69,0.35,,V,,,,Simbad,239.43917,49.46528,239.4391869021281,49.4653524772641,0.000,0.000,0,1403051779927725952,239.43918753735,0.0118,49.46534048310,0.0128,0.5740,0.0135,0.096,0.025,-2.786,0.027,0,7.95036e+04,1.19084e+02,13.437398,4.70832e+04,2.27934e+02,13.669224,4.79884e+04,2.82218e+02,13.059079,0.610145,,,0,6929.50,,,2.12,9.356
